track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,danceability_perc,energy_perc,,,bpm,Average of energy_%,,,,,,,Column1,Column2,Column3,Column4,Column5,Column6,Column7,,,,,released_year,Average of streams
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,140,58,38,,,,,,,,,,,,,,,,,,,,,,,
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,100,36,28,,,,,,,,,,,,,,,,,,,,,,,
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,140,86,79,,,,,,,,,,,,,,,,,,,,,,,
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,100,59,94,,,,,,,,,,,,,,,,,,,,,,,
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,100,59,65,,,,,,,,,,,,,,,,,,,,,,,
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,132,87,70,,,,,,,,,,,,,,,,,,,,,,,
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,142,49,67,,,,,,,,,,,,,,,,,,,,,,,
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,176,72,63,,,,,,,,,,,,,,,,,,,,,,,
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,140,53,70,,,,,,,,,,,,,,,,,,,,,,,
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,105,55,90,,,,,,,,,,,,,,,,,,,,,,,
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,135,81,77,,,,,,,,,,,,,,,,,,,,,,,
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,128,82,59,,,,,,,,,,,,,,,,,,,,,,,
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,101,74,69,,,,,,,,,,,,,,,,,,,,,,,
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,122,88,50,,,,,,,,,,,,,,,,,,,,,,,
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,105,76,56,,,,,,,,,,,,,,,,,,,,,,,
Sem Alianéa no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,83,53,36,,,,,,,,,,,,,,,,,,,,,,,
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,77,72,76,,,,,,,,,,,,,,,,,,,,,,,
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,140,75,25,,,,,,,,,,,,,,,,,,,,,,,
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,158,65,95,,,,,,,,,,,,,,,,,,,,,,,
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,176,75,65,,,,,,,,,,,,,,,,,,,,,,,
Qué Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,98,73,57,,,,,,,,,,,,,,,,,,,,,,,
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,107,66,40,,,,,,,,,,,,,,,,,,,,,,,
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,109,66,57,,,,,,,,,,,,,,,,,,,,,,,
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,109,84,74,,,,,,,,,,,,,,,,,,,,,,,
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,5,9,148,53,81,,,,,,,,,,,,,,,,,,,,,,,
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,158,60,76,,,,,,,,,,,,,,,,,,,,,,,
Besos Moja2,"Wisin & Yandel,  ROSALÍA",2,2022,9,29,2460,13,309483971,53,7,94,74,73,,,,,,,,,,,,,,,,,,,,,,,
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,96,70,51,,,,,,,,,,,,,,,,,,,,,,,
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,100,80,67,,,,,,,,,,,,,,,,,,,,,,,
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,105,58,68,,,,,,,,,,,,,,,,,,,,,,,
,Morgan Wallen,1,2023,3,3,166,0,32526947,2,10,125,53,66,,,,,,,,,,,,,,,,,,,,,,,
LLYLM, ROSALÍA,1,2023,1,27,1838,0,124988687,105,41,170,56,63,,,,,,,,,,,,,,,,,,,,,,,
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,86,1,115,70,90,,,,,,,,,,,,,,,,,,,,,,,
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,122,64,89,,,,,,,,,,,,,,,,,,,,,,,
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,105,88,80,,,,,,,,,,,,,,,,,,,,,,,
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,133,66,84,,,,,,,,,,,,,,,,,,,,,,,
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,100,79,68,,,,,,,,,,,,,,,,,,,,,,,
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,120,82,45,,,,,,,,,,,,,,,,,,,,,,,
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,177,25,30,,,,,,,,,,,,,,,,,,,,,,,
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,142,64,72,,,,,,,,,,,,,,,,,,,,,,,
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,144,57,84,,,,,,,,,,,,,,,,,,,,,,,
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,120,65,86,,,,,,,,,,,,,,,,,,,,,,,
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,9,1,135,92,51,,,,,,,,,,,,,,,,,,,,,,,
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,44,107,81,78,,,,,,,,,,,,,,,,,,,,,,,
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,105,82,74,,,,,,,,,,,,,,,,,,,,,,,
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,108,44,77,,,,,,,,,,,,,,,,,,,,,,,
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,147,51,79,,,,,,,,,,,,,,,,,,,,,,,
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,115,71,88,,,,,,,,,,,,,,,,,,,,,,,
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,174,70,64,,,,,,,,,,,,,,,,,,,,,,,
Muñoz ¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,90,68,71,,,,,,,,,,,,,,,,,,,,,,,
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,141,41,25,,,,,,,,,,,,,,,,,,,,,,,
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,82,68,49,,,,,,,,,,,,,,,,,,,,,,,
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,92,47,43,,,,,,,,,,,,,,,,,,,,,,,
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,116,77,80,,,,,,,,,,,,,,,,,,,,,,,
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,124,79,86,,,,,,,,,,,,,,,,,,,,,,,
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,125,71,89,,,,,,,,,,,,,,,,,,,,,,,
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,90,80,69,,,,,,,,,,,,,,,,,,,,,,,
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,83,46,64,,,,,,,,,,,,,,,,,,,,,,,
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,124,79,79,,,,,,,,,,,,,,,,,,,,,,,
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,140,58,60,,,,,,,,,,,,,,,,,,,,,,,
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,154,64,91,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,150,74,70,,,,,,,,,,,,,,,,,,,,,,,
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,78,21,186,41,61,,,,,,,,,,,,,,,,,,,,,,,
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,166,40,48,,,,,,,,,,,,,,,,,,,,,,,
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,107,87,83,,,,,,,,,,,,,,,,,,,,,,,
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,87,87,52,,,,,,,,,,,,,,,,,,,,,,,
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,82,40,64,,,,,,,,,,,,,,,,,,,,,,,
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,114,46,28,,,,,,,,,,,,,,,,,,,,,,,
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,148,47,52,,,,,,,,,,,,,,,,,,,,,,,
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,140,91,57,,,,,,,,,,,,,,,,,,,,,,,
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,101,90,81,,,,,,,,,,,,,,,,,,,,,,,
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,140,81,84,,,,,,,,,,,,,,,,,,,,,,,
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,88,49,66,,,,,,,,,,,,,,,,,,,,,,,
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,180,64,65,,,,,,,,,,,,,,,,,,,,,,,
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,133,95,89,,,,,,,,,,,,,,,,,,,,,,,
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,108,63,55,,,,,,,,,,,,,,,,,,,,,,,
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,80,39,43,,,,,,,,,,,,,,,,,,,,,,,
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,75,80,62,,,,,,,,,,,,,,,,,,,,,,,
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,121,67,64,,,,,,,,,,,,,,,,,,,,,,,
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,140,58,62,,,,,,,,,,,,,,,,,,,,,,,
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,126,81,90,,,,,,,,,,,,,,,,,,,,,,,
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,102,58,94,,,,,,,,,,,,,,,,,,,,,,,
Evergreen (You Didn't Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,82,70,34,,,,,,,,,,,,,,,,,,,,,,,
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,121,46,78,,,,,,,,,,,,,,,,,,,,,,,
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,103,70,83,,,,,,,,,,,,,,,,,,,,,,,
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,108,82,76,,,,,,,,,,,,,,,,,,,,,,,
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,85,65,47,,,,,,,,,,,,,,,,,,,,,,,
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,125,84,69,,,,,,,,,,,,,,,,,,,,,,,
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,120,69,39,,,,,,,,,,,,,,,,,,,,,,,
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,94,58,57,,,,,,,,,,,,,,,,,,,,,,,
Agudo Mégi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,130,65,80,,,,,,,,,,,,,,,,,,,,,,,
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,110,74,74,,,,,,,,,,,,,,,,,,,,,,,
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,150,34,63,,,,,,,,,,,,,,,,,,,,,,,
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,107,74,65,,,,,,,,,,,,,,,,,,,,,,,
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,140,70,41,,,,,,,,,,,,,,,,,,,,,,,
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,119,74,37,,,,,,,,,,,,,,,,,,,,,,,
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,35,0,93,35,23,,,,,,,,,,,,,,,,,,,,,,,
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,133,46,63,,,,,,,,,,,,,,,,,,,,,,,
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,202,24,60,,,,,,,,,,,,,,,,,,,,,,,
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,134,45,24,,,,,,,,,,,,,,,,,,,,,,,
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,105,72,51,,,,,,,,,,,,,,,,,,,,,,,
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,160,51,81,,,,,,,,,,,,,,,,,,,,,,,
Feliz Navidad,José Felic,1,1970,11,1,3788,0,520034544,21,3,148,50,82,,,,,,,,,,,,,,,,,,,,,,,
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,5,0,151,65,47,,,,,,,,,,,,,,,,,,,,,,,
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,162,67,54,,,,,,,,,,,,,,,,,,,,,,,
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,92,53,77,,,,,,,,,,,,,,,,,,,,,,,
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,152,65,65,,,,,,,,,,,,,,,,,,,,,,,
Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,65,71,26,,,,,,,,,,,,,,,,,,,,,,,
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,147,33,61,,,,,,,,,,,,,,,,,,,,,,,
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,7,29,150,73,69,,,,,,,,,,,,,,,,,,,,,,,
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,140,67,36,,,,,,,,,,,,,,,,,,,,,,,
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,139,36,15,,,,,,,,,,,,,,,,,,,,,,,
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,95,75,58,,,,,,,,,,,,,,,,,,,,,,,
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,115,60,57,,,,,,,,,,,,,,,,,,,,,,,
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,16,20,125,62,43,,,,,,,,,,,,,,,,,,,,,,,
Special,SZA,1,2022,12,9,906,0,88092256,6,21,76,60,20,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,101,72,87,,,,,,,,,,,,,,,,,,,,,,,
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,143,60,32,,,,,,,,,,,,,,,,,,,,,,,
SOS,SZA,1,2022,12,9,827,0,73981293,6,18,119,51,66,,,,,,,,,,,,,,,,,,,,,,,
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,78,67,59,,,,,,,,,,,,,,,,,,,,,,,
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,96,23,25,,,,,,,,,,,,,,,,,,,,,,,
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,180,51,58,,,,,,,,,,,,,,,,,,,,,,,
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,126,34,76,,,,,,,,,,,,,,,,,,,,,,,
Gone Girl,SZA,1,2022,12,9,892,0,65362788,3,17,150,43,44,,,,,,,,,,,,,,,,,,,,,,,
F2F,SZA,1,2022,12,9,989,0,67540165,5,9,90,53,74,,,,,,,,,,,,,,,,,,,,,,,
Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,160,72,68,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,72,90,114,59,94,,,,,,,,,,,,,,,,,,,,,,,
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,113,73,32,,,,,,,,,,,,,,,,,,,,,,,
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,147,67,72,,,,,,,,,,,,,,,,,,,,,,,
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,100,70,59,,,,,,,,,,,,,,,,,,,,,,,
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,2,74,155,49,77,,,,,,,,,,,,,,,,,,,,,,,
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,107,54,39,,,,,,,,,,,,,,,,,,,,,,,
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,112,80,54,,,,,,,,,,,,,,,,,,,,,,,
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,166,70,57,,,,,,,,,,,,,,,,,,,,,,,
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,65,39,107,69,36,,,,,,,,,,,,,,,,,,,,,,,
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,6,11,81,47,68,,,,,,,,,,,,,,,,,,,,,,,
Conceited,SZA,1,2022,12,9,899,0,56870689,2,14,150,79,46,,,,,,,,,,,,,,,,,,,,,,,
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,110,66,32,,,,,,,,,,,,,,,,,,,,,,,
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,108,64,40,,,,,,,,,,,,,,,,,,,,,,,
Tubaréo Te,"Dj LK da Escécia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,21,0,130,89,74,,,,,,,,,,,,,,,,,,,,,,,
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,164,70,56,,,,,,,,,,,,,,,,,,,,,,,
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,114,80,68,,,,,,,,,,,,,,,,,,,,,,,
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,108,56,93,63,88,,,,,,,,,,,,,,,,,,,,,,,
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,90,87,69,,,,,,,,,,,,,,,,,,,,,,,
Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,128,45,68,,,,,,,,,,,,,,,,,,,,,,,
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,97,83,80,,,,,,,,,,,,,,,,,,,,,,,
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,152,69,71,,,,,,,,,,,,,,,,,,,,,,,
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,175,51,34,,,,,,,,,,,,,,,,,,,,,,,
Far,SZA,1,2022,12,9,680,0,51641685,2,15,116,61,55,,,,,,,,,,,,,,,,,,,,,,,
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,2,2,80,33,59,,,,,,,,,,,,,,,,,,,,,,,
GATáOK½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,93,63,86,,,,,,,,,,,,,,,,,,,,,,,
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429,170,12,122,70,54,,,,,,,,,,,,,,,,,,,,,,,
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,122,70,79,,,,,,,,,,,,,,,,,,,,,,,
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,135,70,58,,,,,,,,,,,,,,,,,,,,,,,
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,109,60,47,,,,,,,,,,,,,,,,,,,,,,,
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,93,65,74,,,,,,,,,,,,,,,,,,,,,,,
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,125,85,81,,,,,,,,,,,,,,,,,,,,,,,
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,206,58,45,,,,,,,,,,,,,,,,,,,,,,,
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,130,76,77,,,,,,,,,,,,,,,,,,,,,,,
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,121,80,51,,,,,,,,,,,,,,,,,,,,,,,
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,123,74,73,,,,,,,,,,,,,,,,,,,,,,,
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,122,67,67,,,,,,,,,,,,,,,,,,,,,,,
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,143,53,79,,,,,,,,,,,,,,,,,,,,,,,
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,17,80,121,70,77,,,,,,,,,,,,,,,,,,,,,,,
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,166,56,66,,,,,,,,,,,,,,,,,,,,,,,
"Here We Go' Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,7,18,135,41,64,,,,,,,,,,,,,,,,,,,,,,,
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,87,49,59,,,,,,,,,,,,,,,,,,,,,,,
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,111,77,66,,,,,,,,,,,,,,,,,,,,,,,
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,9,10,110,75,84,,,,,,,,,,,,,,,,,,,,,,,
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,130,66,61,,,,,,,,,,,,,,,,,,,,,,,
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,179,61,51,,,,,,,,,,,,,,,,,,,,,,,
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,93,74,73,,,,,,,,,,,,,,,,,,,,,,,
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,1,8,78,27,49,,,,,,,,,,,,,,,,,,,,,,,
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,180,65,58,,,,,,,,,,,,,,,,,,,,,,,
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,1,17,86,28,41,,,,,,,,,,,,,,,,,,,,,,,
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,88,74,85,,,,,,,,,,,,,,,,,,,,,,,
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,97,68,78,,,,,,,,,,,,,,,,,,,,,,,
Beggin,Méne,1,2017,12,8,8559,0,1367810478,183,64,134,71,80,,,,,,,,,,,,,,,,,,,,,,,
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,116,75,76,,,,,,,,,,,,,,,,,,,,,,,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,170,64,70,,,,,,,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,140,83,55,,,,,,,,,,,,,,,,,,,,,,,
The Motto,"Tiésto, Ava",2,2021,11,4,9151,6,656013912,240,107,118,75,76,,,,,,,,,,,,,,,,,,,,,,,
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,65,31,24,,,,,,,,,,,,,,,,,,,,,,,
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,120,56,67,,,,,,,,,,,,,,,,,,,,,,,
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,85,43,176,29,33,,,,,,,,,,,,,,,,,,,,,,,
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,180,59,61,,,,,,,,,,,,,,,,,,,,,,,
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,144,59,43,,,,,,,,,,,,,,,,,,,,,,,
Malvadï¿½ï¿,"Xamé, Gustah, Neo B",3,2021,11,30,648,1,240684449,14,3,133,82,61,,,,,,,,,,,,,,,,,,,,,,,
